Источник,Год публикации,Автор,Страна,Место,Ссылка,Примерные координаты,Широта ,Долгота,
Liste des Coléoptères du département de l'Aube,1861,Gustave Le Grand,Франция,Aube,https://books.google.com/books?hl=ru&lr=&id=XkdDAAAAYAAJ&oi=fnd&pg=PA45&dq=Liste+des+Col%C3%A9opt%C3%A8res+du+d%C3%A9partement+de+l%27Aube&ots=e_M5XG3W1O&sig=J0E5S2gzxwWsIg4tVWSUPaZ1rHc,"48.333333, 4.166667",48.333333,4.166667,
Biodiversitätsforschung im Nationalpark Thayatal,2006,Wolfgang Waitzbauer,Австрия,парк Таяталь,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjnuOTCt-yTAxUzBxAIHUiWM7AQFnoECBwQAQ&url=https%3A%2F%2Fwww.parcs.at%2Fnpt%2Fpdf_public%2F2014%2F30118_20140729_154748_WaitzbauerW.ReischtzA.PrunnerW.VidicA.ZabranskyP.2006-BiodiversittsforschungimNationalparkThayatal-BestandesaufnahmederLaufkfer....pdf&usg=AOvVaw1NLMBvO7QcQTN5y0zbJgjs&opi=89978449,"48.844700, 15.860200",48.844700,15.860200,
Les insectes de mon jardin,1959,G. Audras,Франция,Эклюли,https://www.linneenne-lyon.org/depot/1011.pdf,"45.774444, 4.777500",45.774444,4.777500,
Skalbaggar i halländska sanddyner och kusthedar,2004,Håkan Ljungberg,Швеция,Халланд,https://www.diva-portal.org/smash/record.jsf?pid=diva2:863306,"56.750000, 13.000000",56.750000,13.000000,
Materiały do znajomości chrząszczy (Insecta: Coleoptera) Kępy Redłowskiej w Gdyni,2017,Dariusz Konopko et al.,Польша,Kępa Redłowska: Gdynia,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-61821bfe-f0d4-4f8c-816a-0ad1a56f119d,"54.490800, 18.561100",54.490800,18.561100,
Предварительный список беспозвоночных животных памятника природы «Сосновые леса на дюнах» (Перемышльский район Калужской области),2020,В.В. Алексанов и др.,Россия,Калужская обл.: с. Корекозево,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiknr6ZuOyTAxU9EBAIHSROIXwQFnoECBkQAQ&url=https%3A%2F%2Fwww.researchgate.net%2Fpublication%2F348806135_Predvaritelnyj_spisok_bespozvonocnyh_zivotnyh_pamatnika_prirody_Sosnovye_lesa_na_dunah_Peremyslskij_rajon_Kaluzskoj_oblasti&usg=AOvVaw0dbSXQeNloFKnoTzAdoSXK&opi=89978449,"54.316667, 36.166667",54.316667,36.166667,
Chrząszcze (Coleoptera) okolic Jeziora Maltańskiego w Poznaniu ,2006,Marek Przewoźny,Польша,Познань,https://rcin.org.pl/miiz/Content/235473/WA058_271606_P6730_NPF.pdf,"52.400000, 16.916667",52.400000,16.916667,
Mardikaliste (Coleoptera) liigirikkus ja arvukus intensiivselt majandatavas männimetsas ja raiestikel,2003,Kaljo Voolma et al.,Эстония,Räpina forest ,https://www.researchgate.net/profile/Kaljo-Voolma/publication/291177988_The_diversity_and_abundance_of_Coleoptera_in_intensively_managed_pine_forests_and_clearings/links/5721ddda08ae5c4373ac0371/The-diversity-and-abundance-of-Coleoptera-in-intensively-managed-pine-forests-and-clearings.pdf,"58.016667, 27.166667",58.016667,27.166667,
Els coleòpters del Delta del Llobregat. Aproximació històrica i noves aportacions,2018,Miguel Prieto Manzanares,Испания,Гава,https://recercat.cat/bitstream/handle/2072/359365/Prieto_2018_TreballsICHN_Delta_Llobregat_Coleopters.pdf?sequence=1,"41.307222, 2.003889",41.307222,2.003889,
Owady (Insecta) Parku Krajobrazowego Wzniesień Łódzkich,2010,"Radomira Jaskuły, Grzegorza Tończyka",Польша,заповедник Struga Dobieszkowska,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjyy8KzuOyTAxUBJBAIHTR2AGgQFnoECBsQAQ&url=https%3A%2F%2Fwww.researchgate.net%2Fpublication%2F391735032_Owady_Insecta_Parku_Krajobrazowego_Wzniesien_Lodzkich&usg=AOvVaw0TYUIetPmPJnJoHLeqf_FK&opi=89978449,"51.850000, 19.600000",51.850000,19.600000,
"Матеріали до створення регіонального ландшафтного парку «Смарагдове джерело» (Харківська область, Україна)",2021,Т.А. Атемасова и др.,Украина,Харьковская обл.: парк Смарагдове джерело,https://www.researchgate.net/profile/Nina-Polchaninova/publication/363284036_Materiali_do_stvorenna_regionalnogo_landsaftnogo_parku_Smaragdove_dzerelo_Harkivska_oblast_UkrainaMaterials_to_the_creation_of_the_Regional_Landscape_Park_'Smarahdove_Dzherelo'_Kharkiv_Region_Ukraine/links/63185f5a61e4553b956ec20c/Materiali-do-stvorenna-regionalnogo-landsaftnogo-parku-Smaragdove-dzerelo-Harkivska-oblast-Ukraina-Materials-to-the-creation-of-the-Regional-Landscape-Park-Smarahdove-Dzherelo-Kharkiv-Region-Ukraine.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,"49.983333, 36.250000",49.983333,36.250000,
Kartlegging av insekter langs Lysakerelva i 2020,2021,Stefan Olberg,Норвегия,Lysakerelven,https://lager.biofokus.no/biofokus-notat/biofokusnotat2021-1.pdf,"59.950000, 10.683333",59.950000,10.683333,
Catalogue raisonné des objets de zoologie recueillis dans un voyage au Caucase et jusqu'aux frontières actuelles de la Perse entrepris par ordre de l'Empereur,1832,Édouard Ménétriés,Азербайджан,Ленкорань,https://books.google.com/books?hl=ru&lr=&id=u2wPAAAAQAAJ&oi=fnd&pg=PA1&dq=Catalogue+raisonn%C3%A9+des+objets+de+zoologie+recueillis+dans+un+voyage+au+Caucase+et+jusqu%27aux+fronti%C3%A8res+actuelles+de+la+Perse+entrepris+par+ordre+de+l%27Empereur&ots=Cqj3jYDFHm&sig=lIdBs0HjHUNdDPAQgLILDQ6npRE,"38.750000, 48.850000",38.750000,48.850000,
Chrząszcze saproksyliczne jako wskaźnik odkształceń ekosystemów leśnych borów sosnowych,2006,Jerzy M. Gutowski et al.,Польша,парк Biebrza,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-article-d1535ad2-ad4b-4369-87b8-d9575a338cf4,"53.600000, 22.800000",53.600000,22.800000,
A Naszály bogárfaunája (Coleoptera),2010,Merkl Ottó,Венгрия,Vác,https://www.researchgate.net/profile/Otto-Merkl/publication/257139992_A_Naszaly_bogarfaunaja_Coleoptera_Beetles_Coleoptera_of_Mt_Naszaly_Hungary/links/00b7d5247f7ad944b0000000/A-Naszaly-bogarfaunaja-Coleoptera-Beetles-Coleoptera-of-Mt-Naszaly-Hungary.pdf,"47.783333, 19.133333",47.783333,19.133333,
,,,,Gyadai-rét,,"47.450000, 19.216667",47.450000,19.216667,
Tihanyi élőhelyek bogárfaunisztikai vizsgálata,2003,"Szél Győző, Kutasi Csaba",Венгрия,Тихань,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwj13OvvuOyTAxVxNxAIHTFiAAkQFnoECBoQAQ&url=https%3A%2F%2Fwww.researchgate.net%2Fpublication%2F350357682_Tihanyi_elohelyek_bogarfaunisztikai_vizsgalata_Coleopterological_investigations_in_17_habitats_of_the_Tihany_Peninsula_Hungary&usg=AOvVaw1SBWwZBG23kjKsRV6K7gw3&opi=89978449,"46.916667, 17.850000",46.916667,17.850000,
吉野川市山川町の甲虫,2012,Масатака Ёсида и др.,Япония,г. Йосиногава,https://library.bunmori.tokushima.jp/digital/webkiyou/58/049-064.pdf,"34.048, 134.355",34.048,134.355,
Zur Insekten- und Spinnenfauna der Kleinraschützer Heide bei Großenhain in Sachsen – Allgemeiner Teil und Käfer (Coleoptera),2015,"Olaf Jäger, Ingo Brunk, Jörg Lorenz",Германия,заповедник Kleinraschützer Heide,https://www.researchgate.net/profile/Ingo-Brunk/publication/311427590_Zur_Insekten-_und_Spinnenfauna_der_Kleinraschutzer_Heide_bei_Grossenhain_in_Sachsen_-_Allgemeiner_Teil_und_Kafer_Coleoptera/links/5845e97c08ae8e63e6286a9c/Zur-Insekten-und-Spinnenfauna-der-Kleinraschuetzer-Heide-bei-Grossenhain-in-Sachsen-Allgemeiner-Teil-und-Kaefer-Coleoptera.pdf,"51.29279, 13.48739",51.29279,13.48739,
주왕산국립공원의 곤충류 다양성에 관한 연구,2010,Young-Ho Cho et al.,Корея,Национальный парк в Чхонсон-гуне,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE11527988,"36.416667, 129.057222",36.416667,129.057222,
Zur Käferfauna (Insecta: Coleoptera) des Naturraumes „Mittleres Ahrtal“1 als Beispiel für ein mitteleuropäisches Weinanbaugebiet und ihr Beitrag zur ökologischen Charakterisierung relevanter Biotoptypen,2019,"Wolfgang Büchs, Frank Köhler, Klaus Koch",Германия,Middle Ahr Valley,https://www.researchgate.net/profile/Wolfgang-Buechs/publication/341598659_38_Zur_Kaferfauna_des_Naturraumes_Mittleres_Ahrtal_als_Beispiel_fur_ein_mitteleuropaisches_Weinanbaugebiet_und_ihr_Beitrag_zur_okologischen_Charakterisierung_relevanter_Biotoptypen_-_The_species_compo/links/5ec94fca299bf1c09ad62e84/38-Zur-Kaeferfauna-des-Naturraumes-Mittleres-Ahrtal-als-Beispiel-fuer-ein-mitteleuropaeisches-Weinanbaugebiet-und-ihr-Beitrag-zur-oekologischen-Charakterisierung-relevanter-Biotoptypen-The-species-c.pdf,"50.533, 7.067",50.533,7.067,
"Insect Diversity on the Paddy Field Wetland, Gonggeom-ji, Sangju, first designed by Ministry of Environment, Korea",2017,Myeong-Hwan Kim et al.,Корея,г. Sangju,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjgwbTDuuyTAxXRIBAIHfTvBWgQFnoECBgQAQ&url=https%3A%2F%2Fwww.koreascience.kr%2Farticle%2FJAKO201710758143380.page&usg=AOvVaw1xfC27zsvp0zl8WoE2sO5c&opi=89978449,"36.4153, 128.161",36.4153,128.161,
Vliv barvy na efektivitu Moerickeho pastí v kontextu rostlinné nabídky a environmentálních faktorů okolí pastí,2017,Michal Perlík,Чехия,парк Подийи,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjy8I7MuuyTAxVZKxAIHfZyALkQFnoECBoQAQ&url=https%3A%2F%2Ftheses.cz%2Fid%2Faskpjo%2F21217372&usg=AOvVaw32J_0IX-dAYrLRPRSjsfF7&opi=89978449,"48.85, 15.966667",48.85,15.966667,
"Ah, cette Grésigne ! Catalogue des coléoptères de la forêt de la Grésigne (Tarn)",1991,Jean Rabil,Франция,Grésigne,https://www.persee.fr/doc/mhnly_0373-6636_1991_num_29_1_1100,"44.028333, 1.7575",44.028333,1.7575,
Die Käferfauna des FFH-Gebietes „Obere Seen und Wendfeld“ bei Sternberg,2015,"Bodo Degen, Doreen Kasper",Германия,Sternberg,https://www.entomologie-mv.de/download/virgo_18/virg-18104-Kaefer-Sternberg-Degen-und-Kasper1a_web.pdf,"53.712, 11.826",53.712,11.826,
Энтомофауна ландшафтного заказника «Камышанова Поляна». 1. Жесткокрылые (Coleoptera),2011,А.С. Замотайлов,Россия,Краснодарский край: заказник Камышанова поляна,https://elibrary.ru/item.asp?id=17050690,"44.18414, 40.06986",44.18414,40.06986,
Excursion entomologique dans les montagnes de la Vallée d'Ossau,1843,Léon Dufour,Франция,долина Оссау,https://books.google.com/books?hl=ru&lr=&id=tvNMAAAAYAAJ&oi=fnd&pg=PP15&dq=Excursion+entomologique+dans+les+montagnes+de+la+Vall%C3%A9e+d%27Ossau&ots=8COOZToUaw&sig=rKiXyOSTkJ73eWUalBBFUVLHJR4,"43.1, -0.85",43.1,-0.85,
"GEO-Tag der Artenvielfalt Griffner Schlossberg und Griffner See, Kärnten",2004,Christian Wieser et al.,Австрия,Griffner Schlossberg,https://www.researchgate.net/profile/Christian-Komposch/publication/339068767_Echte_Netzflugler_Neuroptera_-_In_Ch_WIESER_Ch_KOMPOSCH_K_KRAINER_J_WAGNER_Red_6_GEO-Tag_der_Artenvielfalt_Griffner_Schlossberg_und_Griffner_See_Karnten_1112_Juni_2004/links/5e4ba345a6fdccd965af13a3/Echte-Netzfluegler-Neuroptera-In-Ch-WIESER-Ch-KOMPOSCH-K-KRAINER-J-WAGNER-Red-6-GEO-Tag-der-Artenvielfalt-Griffner-Schlossberg-und-Griffner-See-Kaernten-11-12-Juni-2004.pdf,"46.664, 14.518",46.664,14.518,
"“Der” Curort Marienbad in Bohmen: in topographischer, historischer, physikalisch-chemischer Hinsicht und seine physiologischen und therapeutischen Wirkungen",1870,Enoch Heinrich Kisch,Чехия,г. Marienbad ,"https://books.google.com/books?hl=ru&lr=&id=YTak3W1QeN8C&oi=fnd&pg=PA1&dq=%E2%80%9CDer%E2%80%9D+Curort+Marienbad+in+Bohmen:+in+topographischer,+historischer,+physikalisch-chemischer+Hinsicht+und+seine+physiologischen+und+therapeutischen+Wirkungen&ots=ZrDGYUf2XT&sig=3f2_Yf6dzx8-6qvR3FXfeQ7YP6E","49.966667, 12.7",49.966667,12.7,
"Coleopteran Fauna of Hiba Mountains and its surrounding area, estern Honshu, Japan",2020,"Yoshihiro Senda, Yoshifumi Akiyama",Япония,гора Хиба,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwj7jez5uuyTAxWSHXcKHcmZAeIQFnoECBkQAQ&url=https%3A%2F%2Fwww.researchgate.net%2Fpublication%2F339366910_Coleopteran_Fauna_of_Hiba_Mountains_and_its_surrounding_area_western_Honshu_Japan_biposhanlianfengtosonozhoubiannojiachongxiang&usg=AOvVaw1EZUpZix4boHLTvUlLmZLF&opi=89978449,"34.533333, 135.9",34.533333,135.9,
Contribution à la connaissance des coléoptères de la tourbière du Ruisseau des Dauges,1998,"Chabrol Laurent, Dauphin Patrick, Mazeau Didier",Франция,Верхняя Вена: Сен-Леже-ла-Монтань,https://www.unilim.fr/asl/976,"46.0, 1.0",46.0,1.0,
Raznolikost kornjaša (Insecta: Coleoptera) Zagreba u zbirkama Hrvatskog prirodoslovnog muzeja,2021,Lea Ružanović,Хорватия,г. Загреб,https://repozitorij.pmf.unizg.hr/object/pmf:9406,"45.813, 15.977",45.813,15.977,
The Faunae before and after Creating the Solbangjuk Wetland Ecological Park Located in Jecheon-City were Compared,2014,Kim Do-Sung et al.,Корея,г. Чечхон: парк Solbangjuk wetland,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiw4fqMu-yTAxWCEBAIHeYFO5kQFnoECBoQAQ&url=https%3A%2F%2Fwww.researchgate.net%2Fpublication%2F273235319_The_Faunae_before_and_after_Creating_the_Solbangjuk_Wetland_Ecological_Park_Located_in_Jecheon-City_were_Compared&usg=AOvVaw2-FezvxCaV-stpJsSvqPc1&opi=89978449,"36.823, 128.145",36.823,128.145,
Koleopterologische Bestandserhebung im aufgelassenen Steinbruch Hofermühle-Süd bei Heiligenhaus (Insecta:Coleoptera) ,2007,Edmund Wenzel,Германия,г. Heiligenhaus: Hofermühle Süd,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwje0-2Su-yTAxUEksMKHVfwAA4QFnoECBgQAQ&url=https%3A%2F%2Fwww.zobodat.at%2Fpublikation_volumes.php%3Fid%3D67112&usg=AOvVaw38F4Avik95zPvEKpOXpP1n&opi=89978449,"51.326, 6.968",51.326,6.968,
"Reise im Norden Europa's, vorzüglich in Island: in den Jahren 1820 bis 1821, vol. 1-2",1824,"Friedrich August Ludwig Thienemann, Gustav Biedermann Günther",Норвегия,Арендал,"https://books.google.com/books?hl=ru&lr=&id=GQFQAAAAYAAJ&oi=fnd&pg=PA1&dq=Reise+im+Norden+Europa%27s,+vorz%C3%BCglich+in+Island:+in+den+Jahren+1820+bis+1821,+vol.+1-2&ots=wyMNYi8HJL&sig=C-zMLNK2XONT7dlwOpvwnKzE35s","58.461, 8.767",58.461,8.767,
Im Nachgang: 11. Treffen ostsächsischer Koleopterologen im Jahr 2020,2023,Jörg Lorenz,Германия,Großholz,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjL0_Oeu-yTAxXJTFUIHUZ3MioQFnoECB0QAQ&url=https%3A%2F%2Florenzjoerg.de%2Fffh%2FLorenz2023_elfteKaeferExi_Grossholz2020.pdf&usg=AOvVaw0APCP4iuW3SUiNqc19eATm&opi=89978449,"48.750, 9.333",48.750,9.333,
Видовой состав насекомых заповедника «Ростовский»,2016,Ю.Г. Арзанов и др.,Россия,Государственный природный биосферный заповедник «Ростовский»,http://rgpbz.ru/assets/doc/issledovaniya/vypusk6.pdf#page=114,"46.524, 42.571",46.524,42.571,
Fauna masywu Babiej Góry. Bezkręgowce,2021,Stanisław Szafraniec,Польша,гора Babia Góra ,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiDo4-wu-yTAxUAHxAIHf2LE24QFnoECBcQAQ&url=https%3A%2F%2Fwww.m.bgpn.pl%2Ffiles%2Fdownloads%2FFauna_masywu_BG_Bezkregowce_X.pdf&usg=AOvVaw1GkgeGGnc-oV6exQqQr94s&opi=89978449,"49.567, 19.517",49.567,19.517,
"Фауна жуков-златок (Coleoptera, Buprestidae) Тюменской области",2019,"Е. В. Сергеева, В. А. Столбов",Россия,Тобольский р-н: окр. с. Верхние Аремзяны,https://cyberleninka.ru/article/n/fauna-zhukov-zlatok-coleoptera-buprestidae-tyumenskoy-oblasti,"57.733, 68.483",57.733,68.483,
,,,,Тобольский р-н: д. Маслова,,"57.717, 68.433",57.717,68.433,
,,,,Тобольский р-н: с. Абалак,,"57.900, 68.650",57.900,68.650,
,,,,Тобольский р-н: д. Овсянникова,,"57.750, 68.350",57.750,68.350,
,,,,Вагайский р-н: окр. с. Бегишево,,"57.500, 68.250",57.500,68.250,
,,,,Вагайский р-н: окр. д. Доронина,,"57.467, 68.217",57.467,68.217,
,,,,Вагайский р-н: ПП «Рахимовский»,,"57.450, 68.200",57.450,68.200,
,,,,Вагайский р-н: окр. д. Юрмы,,"57.433, 68.150",57.433,68.150,
,,,,Нижнетавдинский р-н: окр. оз. Кучак,,"57.200, 66.033",57.200,66.033,
,,,,Ишимский р-н: Песьяновский заказник,,"56.433, 69.300",56.433,69.300,
,,,,Ярковский р-н: окр. оз. Тамырлы,,"57.200, 68.200",57.200,68.200,
,,,,Ярковский р-н: окр. оз. Петигуль,,"57.300, 68.350",57.300,68.350,
,,,,Бердюжский р-н: с. Бердюжье,,"55.800, 68.300",55.800,68.300,
,,,,Бердюжский р-н: окр. с. Половинное,,"55.583, 68.317",55.583,68.317,
,,,,Казанский р-н: окр. д. Новоалександровка,,"55.600, 68.500",55.600,68.500,
"Spatial patterns and habitat differentiation of the beetle (Insecta: Coleoptera) fauna of protected areas in the Eastern Carpathians (Ivano-Frankivsk region, Ukraine)",2020,"А. М. Сумароков, А. М. Заморока",Украина,гора Пожижевская,http://entomology.kharkiv.ua/index.php/KhESG/article/view/40,"48.633, 23.750",48.633,23.750,
"Твердокрилі (Insecta, Coleoptera) м. Ужгорода",2006,"О. Ю. Мателешко, В. Г. Рошко",Украина,г. Ужгород,https://dspace.uzhnu.edu.ua/items/2c1052de-5a88-414a-a74d-92f1911e5c3e,"48.617, 22.300",48.617,22.300,
Abhandlungen aus dem westfälischell Museum für Naturkunde,1992,"Bernd Grundmann, Ludwig Erbeling",Германия,г. Плеттенберг,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjfgKrxu-yTAxXoExAIHZnHEtEQFnoECBwQAQ&url=https%3A%2F%2Fwww.lwl.org%2Fwmfn-download%2FAbhandlungen%2FAbh_54(2)1992.pdf&usg=AOvVaw2Y7MMWtwFFfApvmqxvnWHA&opi=89978449,"51.209, 7.883",51.209,7.883,
Coleotterofauna del Massiccio del Pollino (Basilicata-Calabria) (Coleoptera),1986,Fernando Angelini,Италия,Parco nazionale del Pollino,http://ojs.cimedoc.uniba.it/index.php/entomol/article/view/600,"39.969, 16.190",39.969,16.190,
"Зимівля імаго твердокрилих (Insecta, Coleoptera) у південно-західних передгір’ях Українських Карпат",2007,О.Ю. Мателешко,Украина,Закарпатская обл.: Ужгородський р-н,https://dspace.uzhnu.edu.ua/items/c41a5b8a-06c4-4a65-acdd-5097c1a343ac,"48.621, 22.300",48.621,22.300,
,,,,Закарпатская обл.: Мукачевский р-н,,"48.462, 22.700",48.462,22.700,
,,,,Закарпатская обл.: Иршавский р-н,,"48.317, 23.083",48.317,23.083,
,,,,Закарпатская обл.: Виноградовский р-н,,"48.150, 23.000",48.150,23.000,
,,,,Закарпатская обл.: Хустский р-н,,"48.183, 23.283",48.183,23.283,
К изучению златок (Coleoptera: Buprestidae) Киевской области Украины,2015,"А.В. Прохоров, Ю.С. Васильева",Украина,г. Киев,http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/Vkhet_2015_23_2_4.pdf,"50.450, 30.523",50.450,30.523,
"Liste des coléoptères observés dans l’ancienne carrière sablonneuse de Vance (Province de Luxembourg, Belgique) ",2009,"Maurice Delwaide, Yves Thieren",Бельгия,г. Люксембург,https://popups.uliege.be/2030-6318/index.php?id=1201&file=1&pid=1192,"49.611, 6.131",49.611,6.131,
"Первые результаты изучения жуков-златок (Coleoptera, Buprestidae) национального природного парка «Двуречанский» ",2014,"В.В.Терехова, Ю.Е.Скрыльник",Украина,парк «Двуречанский»,http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/VKhb_2014_1097_19_10.pdf,"49.784, 37.091",49.784,37.091,
Новые данные о жуках-златках (Coleoptera: Buprestidae) юго-востока Украины,2008,А.В. Прохоров,Украина,г. Донецк,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307509255_New_data_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_south-eastern_Ukraine/links/57c6e9f808aefc4af34c76ba/New-data-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-south-eastern-Ukraine.pdf,"48.000, 37.800",48.000,37.800,
,,,,г. Луганск,,"48.567, 39.317",48.567,39.317,
Аннотированный список жуков-златок (Coleoptera: Buprestidae) лесостепной и степной зон Украины,2010,А.В. Прохоров,Украина,Волынская обл.: Любешовский р-н,https://www.researchgate.net/profile/Alex-Prokhorov/publication/307440399_Annotated_list_of_buprestid_beetles_Coleoptera_Buprestidae_of_the_wood-and-steppe_and_steppe_zones_of_Ukraine/links/57c5906b08ae7642019b08c7/Annotated-list-of-buprestid-beetles-Coleoptera-Buprestidae-of-the-wood-and-steppe-and-steppe-zones-of-Ukraine.pdf,"51.767, 25.500",51.767,25.500,
,,,,Волынская обл.: Маневичский р-н,,"51.317, 25.533",51.317,25.533,
,,,,Волынская обл.: Камень-Каширский р-н,,"51.633, 24.967",51.633,24.967,
,,,,Волынская обл.: Ковельский р-н,,"51.233, 24.750",51.233,24.750,
,,,,Волынская обл.: Любомльский р-н,,"51.500, 24.033",51.500,24.033,
"Жуки-златки (Coleoptera, Buprestidae) Павлодарской области (Северный Казахстан)",2017,А.М . Тлеппаева,Казахстан,гора Баянаул,https://rmebrk.kz/journals/3436/59592.pdf#page=95,"50.800, 75.667",50.800,75.667,
Эколого-биологическая характеристика жесткокрылых (Coleoptera) Медведевского леса,2022,"Л.В. Асеев, А.П. Тяпкина",Россия,г. Орел: Медведевский лес,https://elibrary.ru/download/elibrary_59938795_58244759.pdf#page=47,"53.033, 36.133",53.033,36.133,
"К познанию фауны жуков-листоедов (Coleoptera, Chrysomelidae) заповедника «Ягорлык»",2006,А.Г. Мосейко ,Россия,заповедник Ягорлык,https://www.researchgate.net/profile/Ilya-Trombitsky/publication/370591255_Zapovednik_Agorlyk_Tiraspol_Eco-Tiras_2006/links/6457bd985762c95ac37abd65/Zapovednik-Agorlyk-Tiraspol-Eco-Tiras-2006.pdf#page=145,"47.533, 28.983",47.533,28.983,
Diversity of saproxylic beetles (Hexapoda: Coleoptera) in clear-cut sites with removed and retained stumps in central Latvia,2014,Inese Kivleniece et al.,Латвия,Огрский край: село Огресгалс ,https://www.academia.edu/download/64584913/Diversity_of_saproxylic_beetles_Hexapod20201002-11127-1ssus0e.pdf,"56.817, 24.667",56.817,24.667,
Формирование группировок насекомых-фитофагов на ветровальниках Урала,2004,Ю.Е. Михайлов,Россия,Свердловская обл.: Нижне-Сергинский лесхоз: «Верхние Серги»,http://elar.usfeu.ru/handle/123456789/5798,"57.683, 59.633",57.683,59.633,
,,,,Свердловская обл.: Ново-Лялинский лесхоз: «Шайтанка»,,"59.448, 60.015",59.448,60.015,
Insektinventering på Mustad N ved Lilleaker i Oslo,2011,Stefan Olberg,Норвегия,г. Осло,https://lager.biofokus.no/biofokus-notat/biofokusnotat2011-3.pdf,"59.913, 10.739",59.913,10.739,
Beetles (Coleoptera) of the Rogów region. Part VIII – jewel beetles (Buprestidae),2016,Jerzy Borowski,Польша,дер. Рогув: урочище Górki ,https://scholar.archive.org/work/emtcjcglkjfw5eme5vfi6rkjd4/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2015/10/WSN-40-2016-211-222.pdf,"51.826, 19.883",51.826,19.883,
,,,,дер. Рогув: дендрологический сад Варшавского университета естественных наук,,"51.826, 19.883",51.826,19.883,
"Jewel Beetles (Coleoptera, Buprestidae) of the Central Sikhote-Alin Range, Primorskii Territory, Russia",2022,"М. Г. Волкович, М. Е. Сергеев, Р. Крулик",Россия,заповедник Удэгейская легенда,https://link.springer.com/article/10.1134/S0013873822070107,"45.818, 135.413",45.818,135.413,
,,,,Сихотэ-Алинский заповедник ,,"45.049, 136.620",45.049,136.620,
Насекомые Лазовского заповедника,2009,Г.А. Ануфриев и др.,Россия,с. Лазо,https://www.zin.ru/animalia/coleoptera/pdf/insect_lazovzap_2009.pdf,"43.375, 133.884",43.375,133.884,
,,,,с. Глазковка,,"43.073, 134.175",43.073,134.175,
,,,,бухта Проселочная,,"42.917, 134.200",42.917,134.200,
,,,,пос. Преображение,,"42.900, 133.917",42.900,133.917,
,,,,бухта Америка,,"42.883, 133.250",42.883,133.250,
,,,,остров Петрова,,"42.583, 131.150",42.583,131.150,
Флора и фауна природного парка «Самаровский Чугас». Энтомофауна,2009,Е.В. Колтунов и др.,Россия,"г. Ханты-Мансийск: берег Иртыша в 1,5 км к востоку от конторы природного парка «Самаровский чугас»",https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwi71vWUveyTAxWlPhAIHWALBSsQFnoECBoQAQ&url=https%3A%2F%2Fugraoopt.admhmao.ru%2Fupload%2Fmedialibrary%2F741%2Fhqo9xpqqkj0ithi1gg3akw3x9wv1juxc%2FMonografiya-Flora-sosudistykh-rasteniy-zhivogo-napochvennogo-pokrova.pdf&usg=AOvVaw32NDkYJQEOduzNBniW7QfJ&opi=89978449,"61.017, 69.017",61.017,69.017,
Verwandlungsgeschichte des Trachys minutus und Rhamphius flavicornis,1862,Lucas [Lukas] Friedrich Julius Dominicus von Heyden,Германия,г. Франкфурт,Deutsche-Ent-Zeitschrift_6_0061-0063.pdf,"50.111, 8.682",50.111,8.682,
